# index umbrella_center force_constant
      0     -0.50000000    30.00000000
      1     -0.23684211    30.00000000
      2      0.02631579    30.00000000
      3      0.28947368    30.00000000
      4      0.55263158    30.00000000
      5      0.81578947    30.00000000
      6      1.07894737    30.00000000
      7      1.34210526    30.00000000
      8      1.60526316    30.00000000
      9      1.86842105    30.00000000
     10      2.13157895    30.00000000
     11      2.39473684    30.00000000
     12      2.65789474    30.00000000
     13      2.92105263    30.00000000
     14      3.18421053    30.00000000
     15      3.44736842    30.00000000
     16      3.71052632    30.00000000
     17      3.97368421    30.00000000
     18      4.23684211    30.00000000
     19      4.50000000    30.00000000
     20     -0.50000000    30.00000000
     21     -0.23684211    30.00000000
     22      0.02631579    30.00000000
     23      0.28947368    30.00000000
     24      0.55263158    30.00000000
     25      0.81578947    30.00000000
     26      1.07894737    30.00000000
     27      1.34210526    30.00000000
     28      1.60526316    30.00000000
     29      1.86842105    30.00000000
     30      2.13157895    30.00000000
     31      2.39473684    30.00000000
     32      2.65789474    30.00000000
     33      2.92105263    30.00000000
     34      3.18421053    30.00000000
     35      3.44736842    30.00000000
     36      3.71052632    30.00000000
     37      3.97368421    30.00000000
     38      4.23684211    30.00000000
     39      4.50000000    30.00000000
     40     -0.50000000    30.00000000
     41     -0.23684211    30.00000000
     42      0.02631579    30.00000000
     43      0.28947368    30.00000000
     44      0.55263158    30.00000000
     45      0.81578947    30.00000000
     46      1.07894737    30.00000000
     47      1.34210526    30.00000000
     48      1.60526316    30.00000000
     49      1.86842105    30.00000000
     50      2.13157895    30.00000000
     51      2.39473684    30.00000000
     52      2.65789474    30.00000000
     53      2.92105263    30.00000000
     54      3.18421053    30.00000000
     55      3.44736842    30.00000000
     56      3.71052632    30.00000000
     57      3.97368421    30.00000000
     58      4.23684211    30.00000000
     59      4.50000000    30.00000000
     60     -0.50000000    30.00000000
     61     -0.23684211    30.00000000
     62      0.02631579    30.00000000
     63      0.28947368    30.00000000
     64      0.55263158    30.00000000
     65      0.81578947    30.00000000
     66      1.07894737    30.00000000
     67      1.34210526    30.00000000
     68      1.60526316    30.00000000
     69      1.86842105    30.00000000
     70      2.13157895    30.00000000
     71      2.39473684    30.00000000
     72      2.65789474    30.00000000
     73      2.92105263    30.00000000
     74      3.18421053    30.00000000
     75      3.44736842    30.00000000
     76      3.71052632    30.00000000
     77      3.97368421    30.00000000
     78      4.23684211    30.00000000
     79      4.50000000    30.00000000
     80     -0.50000000    30.00000000
     81     -0.23684211    30.00000000
     82      0.02631579    30.00000000
     83      0.28947368    30.00000000
     84      0.55263158    30.00000000
     85      0.81578947    30.00000000
     86      1.07894737    30.00000000
     87      1.34210526    30.00000000
     88      1.60526316    30.00000000
     89      1.86842105    30.00000000
     90      2.13157895    30.00000000
     91      2.39473684    30.00000000
     92      2.65789474    30.00000000
     93      2.92105263    30.00000000
     94      3.18421053    30.00000000
     95      3.44736842    30.00000000
     96      3.71052632    30.00000000
     97      3.97368421    30.00000000
     98      4.23684211    30.00000000
     99      4.50000000    30.00000000
